model,suite_id,ok,score,elapsed_s,cost_usd,input_tokens,output_tokens,total_tokens
gemini-2.0-flash,cpp_unchecked_cast,False,0.0,0.10140800476074219,,0,0,0
grok-3-mini,cpp_double_free,True,0.0,12.814114809036255,5.01e-05,167,0,0
deepseek-chat,cpp_unchecked_cast,True,0.45,4.709390878677368,3.29e-05,183,26,0
deepseek-reasoner,cpp_double_free,True,0.0,34.39492392539978,0.00177707,173,768,0
grok-4,cpp_unchecked_cast,True,0.0,15.897051811218262,0.002559,853,0,0
claude-opus-4,cpp_unchecked_cast,True,0.65,16.56436777114868,0.07035,205,897,1102
gemini-2.0-flash-lite,cpp_unchecked_cast,False,0.0,0.10812711715698242,,0,0,0
gpt-4o,cpp_unchecked_cast,True,0.5,11.509642124176025,0.0073974999999999996,179,695,874
grok-3,cpp_unchecked_cast,True,0.7,18.127810955047607,0.012054,178,768,0
gpt-5-mini,cpp_unchecked_cast,True,0.0,6.5263307094573975,0.0020540000000000003,178,469,647
gpt-5,cpp_unchecked_cast,True,0.45,23.963093996047974,0.008307,199,514,713
gemini-2.5-flash,cpp_race_condition,False,0.0,0.08545207977294922,,0,0,0
grok-3,cpp_unchecked_cast,True,0.7,13.92003607749939,0.012054,178,768,0
gemini-2.5-flash-lite,cpp_unchecked_cast,True,0.7,6.141545057296753,0.000321975,162,2106,2268
claude-sonnet-4,cpp_unchecked_cast,True,0.65,17.78956699371338,0.016139999999999998,205,1035,1240
grok-code-fast-1,cpp_unchecked_cast,True,0.05,7.213669776916504,0.00041940000000000006,372,230,0
gpt-4o-mini,cpp_unchecked_cast,True,0.65,11.912944793701172,0.00044684999999999994,179,700,879
grok-3-mini,cpp_unchecked_cast,True,0.0,10.88854193687439,5.37e-05,179,0,0
gemini-2.0-flash,cpp_race_condition,False,0.0,0.08344602584838867,,0,0,0
deepseek-chat,cpp_race_condition,True,0.25,4.6049110889434814,3.808e-05,190,41,0
deepseek-reasoner,cpp_unchecked_cast,True,0.65,30.915261030197144,0.0016467900000000002,183,706,0
gpt-5,cpp_race_condition,True,0.45,14.269742250442505,0.007827,184,485,669
grok-3,cpp_race_condition,True,0.7,12.69907522201538,0.012072000000000001,184,768,0
grok-4,cpp_race_condition,True,0.3,16.84747815132141,0.008622,859,403,0
gemini-2.0-flash-lite,cpp_race_condition,False,0.0,0.08669209480285645,,0,0,0
gpt-4o,cpp_race_condition,True,0.7,13.065868854522705,0.0080025,185,754,939
claude-opus-4,cpp_race_condition,True,0.7,19.119052171707153,0.083505,227,1068,1295
grok-3,cpp_race_condition,True,0.7,11.979923248291016,0.012072000000000001,184,768,0
gemini-2.5-flash-lite,cpp_race_condition,True,0.7,5.834174871444702,0.000326775,174,2135,2309
gpt-5-mini,cpp_race_condition,True,0.7,8.885611057281494,0.002128,184,486,670
deepseek-chat,cpp_race_condition,True,0.25,12.904593229293823,3.808e-05,190,41,0
grok-code-fast-1,cpp_race_condition,True,0.4,5.935459852218628,0.0006561,378,387,0
claude-sonnet-4,cpp_race_condition,True,0.5,17.692609071731567,0.014961,227,952,1179
grok-3-mini,cpp_race_condition,True,0.0,10.768707036972046,8.199999999999999e-05,185,53,0
gpt-4o-mini,cpp_race_condition,True,0.7,15.50215196609497,0.00054975,185,870,1055
deepseek-chat,cpp_sql_injection,True,0.45,5.525112152099609,3.6400000000000004e-05,198,31,0
gemini-2.0-flash,cpp_sql_injection,False,0.0,0.11267805099487305,,0,0,0
gemini-2.5-flash,cpp_sql_injection,True,0.4,12.184874057769775,0.0001359,180,408,588
deepseek-reasoner,cpp_sql_injection,True,0.2,9.933810949325562,0.00047682,198,168,0
claude-opus-4,cpp_sql_injection,True,0.65,14.01950216293335,0.06261,224,790,1014
gpt-5,cpp_sql_injection,True,0.65,15.029136896133423,0.006054,198,364,562
deepseek-reasoner,cpp_race_condition,True,0.0,33.588090896606445,0.00178642,190,768,0
grok-3,cpp_sql_injection,True,0.85,14.466200113296509,0.012057,179,768,0
gemini-2.0-flash-lite,cpp_sql_injection,False,0.0,0.1002340316772461,,0,0,0
gpt-4o,cpp_sql_injection,True,0.45,8.169609069824219,0.007325000000000001,178,688,866
deepseek-chat,cpp_sql_injection,True,0.45,4.5057008266448975,3.7800000000000004e-05,198,36,0
gemini-2.5-flash-lite,cpp_sql_injection,True,0.85,4.588585138320923,0.00028799999999999995,180,1875,2056
gemini-2.5-flash,cpp_path_traversal,False,0.0,0.08643889427185059,,0,0,0
gpt-5-mini,cpp_sql_injection,True,0.65,6.832672119140625,0.002193,177,504,681
grok-4,cpp_sql_injection,True,0.4,20.023015022277832,0.010497,854,529,0
grok-3,cpp_sql_injection,True,0.85,11.450856924057007,0.012057,179,768,0
grok-code-fast-1,cpp_sql_injection,True,0.8,6.694675922393799,0.0006295999999999999,373,370,0
claude-sonnet-4,cpp_sql_injection,True,0.65,15.665040731430054,0.013887,224,881,1105
deepseek-chat,cpp_path_traversal,True,0.4,5.128594875335693,3.668000000000001e-05,212,25,0
gemini-2.0-flash,cpp_path_traversal,False,0.0,0.08919668197631836,,0,0,0
grok-3-mini,cpp_sql_injection,True,0.4,10.584155082702637,0.000172,180,236,0
gpt-4o-mini,cpp_sql_injection,True,0.45,13.40798282623291,0.0005288999999999999,178,837,1015
gpt-4o,cpp_path_traversal,True,0.8,7.587909698486328,0.005845,206,533,739
gpt-5,cpp_path_traversal,True,0.45,15.631512641906738,0.006108,226,362,588
deepseek-chat,cpp_path_traversal,True,0.4,5.162230968475342,3.6960000000000005e-05,212,26,0
gemini-2.0-flash-lite,cpp_path_traversal,False,0.0,0.08531975746154785,,0,0,0
grok-3,cpp_path_traversal,True,0.7,12.492175817489624,0.012135,205,768,0
claude-opus-4,cpp_path_traversal,True,0.65,17.51361894607544,0.084855,247,1082,1329
gpt-5-mini,cpp_path_traversal,True,0.85,9.026681900024414,0.002217,205,503,708
gemini-2.5-flash-lite,cpp_path_traversal,True,0.85,5.734147071838379,0.0002763,196,1793,1989
gemini-2.5-flash,cpp_memory_leak,False,0.0,0.11784887313842773,,0,0,0
grok-4,cpp_path_traversal,True,0.4,19.595598220825195,0.00903,880,426,0
grok-3,cpp_path_traversal,True,0.65,12.04602336883545,0.012135,205,768,0
grok-code-fast-1,cpp_path_traversal,True,0.0,6.054153919219971,0.0004983,399,279,0
claude-sonnet-4,cpp_path_traversal,True,0.65,15.816565036773682,0.015081,247,956,1203
gpt-4o-mini,cpp_path_traversal,True,0.8,10.444172143936157,0.0004437,206,688,894
deepseek-chat,cpp_memory_leak,True,0.2,4.565030813217163,3.710000000000001e-05,215,25,0
gemini-2.0-flash,cpp_memory_leak,False,0.0,0.1567249298095703,,0,0,0
grok-3-mini,cpp_path_traversal,True,0.4,12.450574159622192,0.00018429999999999998,206,245,0
deepseek-chat,cpp_memory_leak,True,0.1,4.9678428173065186,4.0740000000000006e-05,215,38,0
grok-3,cpp_memory_leak,True,0.25,11.423592805862427,0.012135,205,768,0
gpt-4o,cpp_memory_leak,True,0.45,9.697519063949585,0.006254999999999999,206,574,780
deepseek-reasoner,cpp_memory_leak,True,0.05,12.543700933456421,0.0006153799999999999,215,227,0
gemini-2.0-flash-lite,cpp_memory_leak,False,0.0,0.10074400901794434,,0,0,0
gpt-5,cpp_memory_leak,True,0.45,18.763242959976196,0.011388,226,714,940
grok-3,cpp_memory_leak,True,0.45,10.421892881393433,0.012135,205,768,0
deepseek-reasoner,cpp_path_traversal,True,0.0,34.08078217506409,0.00179852,212,768,0
gemini-2.5-flash-lite,cpp_memory_leak,True,0.3,5.937310218811035,0.00034586249999999996,211,2253,2465
claude-opus-4,cpp_memory_leak,True,0.65,20.37932014465332,0.094125,255,1204,1459
grok-4,cpp_memory_leak,True,0.25,19.748787879943848,0.00684,880,280,0
claude-sonnet-4,cpp_memory_leak,True,0.5,16.465410947799683,0.015645,255,992,1247
gpt-5-mini,cpp_memory_leak,True,0.3,8.092013835906982,0.002169,205,491,696
grok-code-fast-1,cpp_memory_leak,True,0.0,6.884803295135498,7.98e-05,399,0,0
deepseek-chat,csharp_sql_injection,True,0.2,5.154341697692871,2.8560000000000004e-05,162,21,0
grok-3-mini,cpp_memory_leak,True,0.2,12.599745988845825,0.0001048,206,86,0
gemini-2.0-flash,csharp_sql_injection,False,0.0,0.09092903137207031,,0,0,0
gpt-4o-mini,cpp_memory_leak,True,0.5,15.637853145599365,0.0006201000000000001,206,982,1188
grok-3,csharp_sql_injection,True,0.8,9.52201223373413,0.011991,157,768,0
gpt-5,csharp_sql_injection,True,0.05,13.654445886611938,0.006984,178,430,608
gemini-2.5-flash,csharp_sql_injection,True,0.4,11.980203866958618,0.00018607499999999998,205,569,775
deepseek-chat,csharp_sql_injection,True,0.2,4.075814962387085,2.8560000000000004e-05,162,21,0
gemini-2.0-flash-lite,csharp_sql_injection,False,0.0,0.08556628227233887,,0,0,0
claude-opus-4,csharp_sql_injection,True,1.0,15.036732912063599,0.073695,188,945,1133
gpt-4o,csharp_sql_injection,True,0.6,11.45402979850769,0.0066949999999999996,158,630,788
grok-4,csharp_sql_injection,True,0.2,16.151807069778442,0.007716,832,348,0
gemini-2.5-flash-lite,csharp_sql_injection,True,0.65,4.519331216812134,0.0003607875,205,2354,2560
gpt-5-mini,csharp_sql_injection,True,0.4,6.127615928649902,0.002085,157,482,639
grok-3,csharp_sql_injection,True,1.0,9.46372675895691,0.011991,157,768,0
grok-code-fast-1,csharp_sql_injection,True,0.4,5.8856518268585205,0.0007362,351,444,0
claude-sonnet-4,csharp_sql_injection,True,0.85,15.265482902526855,0.015339,188,985,1173
gpt-4o-mini,csharp_sql_injection,True,0.8,11.681753158569336,0.00048389999999999994,158,767,925
grok-3-mini,csharp_sql_injection,True,0.4,11.047160148620605,0.00019789999999999999,158,301,0
deepseek-reasoner,csharp_sql_injection,True,0.4,25.121957302093506,0.00132207,162,563,0
gemini-2.0-flash,csharp_deserialization,False,0.0,0.10413813591003418,,0,0,0
gemini-2.5-flash,csharp_deserialization,True,0.6,11.635439157485962,9.7425e-05,191,277,468
deepseek-chat,csharp_deserialization,True,0.6,6.695703983306885,4.8160000000000006e-05,170,87,0
grok-3,csharp_deserialization,True,0.45,11.314709186553955,0.011985,155,768,0
gpt-4o,csharp_deserialization,True,0.8,6.627893924713135,0.00545,156,506,662
gpt-5,csharp_deserialization,True,0.0,16.16456913948059,0.008793,176,551,727
gemini-2.0-flash-lite,csharp_deserialization,False,0.0,0.1029052734375,,0,0,0
deepseek-chat,csharp_deserialization,True,0.8,6.641613721847534,4.5360000000000006e-05,170,77,0
gemini-2.5-flash-lite,csharp_deserialization,True,0.85,5.256338357925415,0.00028781250000000004,191,1871,2062
grok-4,csharp_deserialization,True,0.8,19.032417058944702,0.01023,830,516,0
grok-3,csharp_deserialization,True,0.85,9.732069253921509,0.011985,155,768,0
gpt-5-mini,csharp_deserialization,True,0.65,8.474717855453491,0.002003,155,462,617
deepseek-reasoner,csharp_deserialization,True,0.4,18.483247995376587,0.0009476,170,390,0
claude-opus-4,csharp_deserialization,True,0.7,23.007652759552002,0.12093,207,1571,1778
gpt-4o-mini,csharp_deserialization,True,1.0,11.592788934707642,0.0004554,156,720,876
grok-code-fast-1,csharp_deserialization,True,0.8,6.696956157684326,0.0009037999999999999,349,556,0
grok-3-mini,csharp_deserialization,True,0.4,11.137112140655518,0.0001603,156,227,0
deepseek-chat,csharp_path_traversal,True,0.4,6.071267127990723,4.1160000000000006e-05,170,62,0
gemini-2.0-flash,csharp_path_traversal,False,0.0,0.08596992492675781,,0,0,0
gemini-2.5-flash,csharp_path_traversal,True,0.2,10.469964027404785,7.5675e-05,193,204,397
claude-sonnet-4,csharp_deserialization,True,0.7,23.525309085845947,0.023961,207,1556,1763
grok-3,csharp_path_traversal,True,0.8,10.035399913787842,0.012018000000000001,166,768,0
deepseek-reasoner,csharp_path_traversal,True,0.2,12.699332237243652,0.00055121,170,209,0
gpt-4o,csharp_path_traversal,True,0.85,10.92839503288269,0.010115,166,970,1136
gemini-2.0-flash-lite,csharp_path_traversal,False,0.0,0.08534097671508789,,0,0,0
gpt-5,csharp_path_traversal,True,0.45,17.540395975112915,0.007398000000000001,186,456,642
deepseek-chat,csharp_path_traversal,True,0.4,6.786633014678955,4.368e-05,170,71,0
claude-opus-4,csharp_path_traversal,True,0.85,19.22102189064026,0.11097,213,1437,1650
grok-3,csharp_path_traversal,True,0.5,9.897063255310059,0.012018000000000001,166,768,0
gemini-2.5-flash,csharp_xxe_attack,False,0.0,0.08347392082214355,,0,0,0
grok-4,csharp_path_traversal,True,0.0,19.415457010269165,0.005613,841,206,0
gemini-2.5-flash-lite,csharp_path_traversal,True,0.85,5.221136808395386,0.0003463875,193,2261,2455
gpt-5-mini,csharp_path_traversal,True,0.6,9.619071960449219,0.0021409999999999997,165,494,659
grok-code-fast-1,csharp_path_traversal,True,0.2,6.898087739944458,0.00031800000000000003,360,164,0
deepseek-chat,csharp_xxe_attack,True,0.8,6.105421781539917,3.6400000000000004e-05,146,57,0
grok-3-mini,csharp_path_traversal,True,0.0,11.0623140335083,5.01e-05,167,0,0
gemini-2.0-flash,csharp_xxe_attack,False,0.0,0.10318517684936523,,0,0,0
claude-sonnet-4,csharp_path_traversal,True,0.85,21.120725870132446,0.023784000000000003,213,1543,1756
gpt-4o-mini,csharp_path_traversal,True,0.8,17.17946219444275,0.0005889,166,940,1106
grok-3,csharp_xxe_attack,True,0.6,9.602460861206055,0.011949000000000001,143,768,0
deepseek-chat,csharp_xxe_attack,True,0.4,5.779759168624878,3.416e-05,146,49,0
gpt-4o,csharp_xxe_attack,True,0.4,10.287949085235596,0.0071,144,674,818
gemini-2.0-flash-lite,csharp_xxe_attack,False,0.0,0.11815810203552246,,0,0,0
gpt-5,csharp_xxe_attack,True,0.6,19.552805185317993,0.009042,164,570,734
grok-3,csharp_xxe_attack,True,0.6,9.618444919586182,0.011949000000000001,143,768,0
claude-opus-4,csharp_xxe_attack,True,0.6,18.40823197364807,0.09579,186,1240,1426
gpt-5-mini,csharp_xxe_attack,True,0.4,8.341506004333496,0.001987,143,461,604
gemini-2.5-flash,csharp_weak_crypto,False,0.0,0.07872509956359863,,0,0,0
gemini-2.5-flash-lite,csharp_xxe_attack,True,0.8,6.042763948440552,0.0003048374999999999,161,1992,2154
grok-4,csharp_xxe_attack,True,0.2,21.522262811660767,0.007314000000000001,818,324,0
grok-code-fast-1,csharp_xxe_attack,True,0.4,6.127368927001953,0.0006629,337,397,0
gpt-4o-mini,csharp_xxe_attack,True,0.6,15.110489845275879,0.0004956,144,790,934
grok-3-mini,csharp_xxe_attack,True,0.2,11.321071147918701,9.02e-05,144,94,0
claude-sonnet-4,csharp_xxe_attack,True,0.8,22.106909036636353,0.021888,186,1422,1608
gemini-2.0-flash,csharp_weak_crypto,False,0.0,0.09258913993835449,,0,0,0
claude-opus-4,csharp_weak_crypto,True,0.7,16.046471118927002,0.084225,355,1052,1407
deepseek-chat,csharp_weak_crypto,True,0.65,11.073770999908447,8.862e-05,285,174,0
deepseek-reasoner,csharp_xxe_attack,True,0.0,33.48428797721863,0.0017622199999999999,146,768,0
grok-4,csharp_weak_crypto,True,0.0,16.602148056030273,0.006435,945,240,0
gpt-4o,csharp_weak_crypto,True,0.7,9.84072208404541,0.005705,270,503,773
gemini-2.0-flash-lite,csharp_weak_crypto,False,0.0,0.15381097793579102,,0,0,0
gpt-5,csharp_weak_crypto,True,0.5,18.31700110435486,0.01062,290,650,940
deepseek-reasoner,csharp_weak_crypto,True,0.4,13.965029239654541,0.0007020599999999999,285,249,0
grok-3,csharp_weak_crypto,True,0.65,16.580535650253296,0.01233,270,768,0
gemini-2.5-flash-lite,csharp_weak_crypto,True,0.5,5.154101133346558,0.00030855,308,1980,2288
gemini-2.5-flash,csharp_ldap_injection,False,0.0,0.08821296691894531,,0,0,0
grok-3,csharp_weak_crypto,True,0.45,10.44526481628418,0.01233,270,768,0
claude-sonnet-4,csharp_weak_crypto,True,0.7,15.07628607749939,0.014414999999999999,355,890,1245
grok-code-fast-1,csharp_weak_crypto,True,0.2,5.939985990524292,0.0008653,464,515,0
gpt-5-mini,csharp_weak_crypto,True,0.2,7.673085927963257,0.002297,269,507,776
deepseek-chat,csharp_weak_crypto,True,0.45,9.625109910964966,7.994e-05,285,143,0
grok-3-mini,csharp_weak_crypto,True,0.0,10.739778757095337,8.129999999999998e-05,271,0,0
gemini-2.0-flash,csharp_ldap_injection,False,0.0,0.09591293334960938,,0,0,0
gpt-4o-mini,csharp_weak_crypto,True,0.7,15.342777013778687,0.0006134999999999999,270,955,1225
grok-3,csharp_ldap_injection,True,0.45,10.760784149169922,0.012282000000000001,254,768,0
gpt-4o,csharp_ldap_injection,True,0.25,9.675003051757812,0.006955,258,631,889
deepseek-reasoner,csharp_ldap_injection,True,0.05,12.444531917572021,0.00063855,285,220,0
deepseek-chat,csharp_ldap_injection,True,0.2,11.671270847320557,0.00010122000000000001,285,219,0
gemini-2.0-flash-lite,csharp_ldap_injection,False,0.0,0.08868932723999023,,0,0,0
gpt-5,csharp_ldap_injection,True,0.25,17.551151990890503,0.012294,278,764,1042
grok-3,csharp_ldap_injection,True,0.45,9.898172855377197,0.012282000000000001,254,768,0
claude-opus-4,csharp_ldap_injection,True,0.45,21.700743913650513,0.10800000000000001,335,1373,1708
gemini-2.5-flash-lite,csharp_ldap_injection,True,0.4,5.29768180847168,0.000344625,302,2222,2525
gemini-2.5-flash,csharp_weak_random,False,0.0,0.0995180606842041,,0,0,0
grok-code-fast-1,csharp_ldap_injection,True,0.2,6.044794797897339,0.0005666,448,318,0
gpt-5-mini,csharp_ldap_injection,True,0.2,8.588632822036743,0.002221,257,491,748
grok-4,csharp_ldap_injection,True,0.2,21.51768183708191,0.006657,929,258,0
deepseek-chat,csharp_ldap_injection,True,0.4,12.183751106262207,0.00010038000000000001,285,216,0
grok-3-mini,csharp_ldap_injection,True,0.2,11.60655689239502,0.0001385,255,124,0
gpt-4o-mini,csharp_ldap_injection,True,0.05,14.814995050430298,0.0005091,258,784,1042
gemini-2.0-flash,csharp_weak_random,False,0.0,0.11905789375305176,,0,0,0
claude-sonnet-4,csharp_ldap_injection,True,0.45,23.398453950881958,0.024855,335,1590,1925
deepseek-chat,csharp_weak_random,True,0.0,6.076451063156128,4.606e-05,197,66,0
grok-3,csharp_weak_random,True,0.85,11.076137065887451,0.012036000000000002,172,768,0
deepseek-chat,csharp_weak_random,True,0.05,5.961780071258545,4.606e-05,197,66,0
gpt-4o,csharp_weak_random,True,0.5,10.419662952423096,0.0063225,173,589,762
gpt-5,csharp_weak_random,True,0.45,16.968297958374023,0.007239,193,444,637
deepseek-reasoner,csharp_weak_random,True,0.6,13.448453903198242,0.0006646099999999999,197,254,0
gemini-2.0-flash-lite,csharp_weak_random,False,0.0,0.27478981018066406,,0,0,0
gpt-5-mini,csharp_weak_random,True,0.4,6.797823905944824,0.0020599999999999998,172,472,644
claude-opus-4,csharp_weak_random,True,0.7,17.99331307411194,0.076545,248,971,1219
gemini-2.5-flash,csharp_mass_assignment,False,0.0,0.10336685180664062,,0,0,0
gemini-2.5-flash-lite,csharp_weak_random,True,0.85,4.94014310836792,0.000325725,198,2122,2320
grok-code-fast-1,csharp_weak_random,True,0.65,4.805267095565796,0.00045270000000000005,366,253,0
grok-4,csharp_weak_random,True,0.2,19.73690104484558,0.006396000000000001,847,257,0
grok-3,csharp_weak_random,True,0.7,11.965553283691406,0.012036000000000002,172,768,0
gpt-4o-mini,csharp_weak_random,True,0.5,12.971382141113281,0.0005191499999999999,173,822,995
grok-3-mini,csharp_weak_random,True,0.2,11.572871208190918,0.0001104,173,117,0
gemini-2.0-flash,csharp_mass_assignment,False,0.0,0.10120224952697754,,0,0,0
claude-sonnet-4,csharp_weak_random,True,0.85,21.32807683944702,0.017349,248,1107,1355
grok-3,csharp_mass_assignment,True,0.45,10.264796257019043,0.012228000000000001,236,768,0
deepseek-chat,csharp_mass_assignment,True,0.3,14.10362696647644,0.00010458,245,251,0
deepseek-reasoner,csharp_mass_assignment,True,0.45,14.432352066040039,0.0006800599999999999,245,249,0
gpt-5,csharp_mass_assignment,True,0.6,20.785188913345337,0.009572999999999998,256,587,843
gemini-2.0-flash-lite,csharp_mass_assignment,False,0.0,0.0912938117980957,,0,0,0
grok-3,csharp_mass_assignment,True,0.65,9.932760000228882,0.012228000000000001,236,768,0
gpt-5-mini,csharp_mass_assignment,True,0.65,7.704159736633301,0.002275,235,510,745
claude-opus-4,csharp_mass_assignment,True,0.85,23.367435932159424,0.123645,308,1587,1895
gemini-2.5-flash-lite,csharp_mass_assignment,True,0.45,6.003341913223267,0.00035133749999999997,281,2272,2553
gemini-2.5-flash,csharp_open_redirect,False,0.0,0.08394813537597656,,0,0,0
gpt-4o,csharp_mass_assignment,True,0.65,21.783042907714844,0.00677,236,618,854
deepseek-chat,csharp_mass_assignment,True,0.45,14.391652822494507,0.00010514000000000001,245,253,0
grok-4,csharp_mass_assignment,True,0.65,24.616579055786133,0.007188,911,297,0
grok-3-mini,csharp_mass_assignment,True,0.0,9.92752194404602,7.11e-05,237,0,0
claude-sonnet-4,csharp_mass_assignment,True,0.85,21.56372618675232,0.021579,308,1377,1685
deepseek-chat,csharp_open_redirect,True,0.25,4.740108966827393,4.0180000000000005e-05,203,42,0
gemini-2.0-flash,csharp_open_redirect,False,0.0,0.10091280937194824,,0,0,0
grok-code-fast-1,csharp_mass_assignment,True,0.45,12.090144872665405,0.0005750000000000001,430,326,0
gpt-5,csharp_open_redirect,True,0.2,14.623430013656616,0.006414,223,383,606
gpt-4o-mini,csharp_mass_assignment,True,0.45,18.751054048538208,0.000525,236,816,1052
deepseek-chat,csharp_open_redirect,True,0.4,4.693021059036255,3.5140000000000006e-05,203,24,0
grok-3,csharp_open_redirect,True,0.25,12.083363771438599,0.012126000000000001,202,768,0
gemini-2.0-flash-lite,csharp_open_redirect,False,0.0,0.08800077438354492,,0,0,0
gpt-4o,csharp_open_redirect,True,0.45,9.189597845077515,0.0055375,203,503,706
grok-4,csharp_open_redirect,True,0.4,16.218174934387207,0.007611,877,332,0
grok-3,csharp_open_redirect,True,0.5,9.940034866333008,0.012126000000000001,202,768,0
gemini-2.5-flash-lite,csharp_open_redirect,True,0.7,4.902732849121094,0.00034931249999999996,251,2266,2518
gemini-2.5-flash,csharp_information_disclosure,False,0.0,0.08523988723754883,,0,0,0
claude-opus-4,csharp_open_redirect,True,0.7,19.032448053359985,0.09144,256,1168,1424
gpt-5-mini,csharp_open_redirect,True,0.45,8.059452772140503,0.002066,202,466,668
grok-code-fast-1,csharp_open_redirect,True,0.4,6.553077936172485,0.0005292,396,300,0
deepseek-reasoner,csharp_open_redirect,True,0.4,22.395199298858643,0.00116285,203,480,0
grok-3-mini,csharp_open_redirect,True,0.4,12.54202914237976,0.0001204,203,119,0
claude-sonnet-4,csharp_open_redirect,True,0.7,21.307587146759033,0.022638000000000002,256,1458,1714
gemini-2.0-flash,csharp_information_disclosure,False,0.0,0.08379578590393066,,0,0,0
gpt-5,csharp_information_disclosure,True,0.6,13.365574836730957,0.00738,210,450,660
gpt-4o-mini,csharp_open_redirect,True,0.5,17.364590883255005,0.00048164999999999997,203,752,955
grok-3,csharp_information_disclosure,True,0.65,14.223536968231201,0.012150000000000001,210,768,0
deepseek-chat,csharp_information_disclosure,True,0.65,13.833566904067993,9.716000000000001e-05,214,240,0
deepseek-reasoner,csharp_information_disclosure,True,0.65,17.089000940322876,0.00081193,214,317,0
gpt-4o,csharp_information_disclosure,True,0.85,12.498461961746216,0.007017499999999999,211,649,860
gemini-2.0-flash-lite,csharp_information_disclosure,False,0.0,0.0906836986541748,,0,0,0
claude-opus-4,csharp_information_disclosure,True,0.85,20.886482000350952,0.11148,262,1434,1696
gpt-5-mini,csharp_information_disclosure,True,0.8,8.445304870605469,0.002158,210,487,697
grok-4,csharp_information_disclosure,True,0.6,21.997431993484497,0.007905,885,350,0
gemini-2.5-flash,scala_sql_injection_slick,False,0.0,0.10582304000854492,,0,0,0
deepseek-chat,csharp_information_disclosure,True,0.65,10.618406772613525,8.316000000000001e-05,214,190,0
gemini-2.5-flash-lite,csharp_information_disclosure,True,0.65,6.14441704750061,0.00036277499999999997,270,2351,2621
grok-3,csharp_information_disclosure,True,0.45,13.230578899383545,0.012150000000000001,210,768,0
grok-code-fast-1,csharp_information_disclosure,True,0.4,5.849218130111694,0.0005188,404,292,0
gpt-4o-mini,csharp_information_disclosure,True,0.45,13.338576793670654,0.00054045,211,848,1059
claude-sonnet-4,csharp_information_disclosure,True,0.85,19.976447343826294,0.019821,262,1269,1531
gemini-2.0-flash,scala_sql_injection_slick,False,0.0,0.10014820098876953,,0,0,0
grok-3-mini,csharp_information_disclosure,True,0.2,11.025200128555298,0.0001543,211,182,0
grok-3,scala_sql_injection_slick,True,0.6,8.97818112373352,0.013524000000000001,668,768,0
deepseek-chat,scala_sql_injection_slick,True,0.45,9.395923852920532,0.00013706000000000002,697,141,0
gpt-4o,scala_sql_injection_slick,True,0.85,10.315978050231934,0.0107025,677,901,1578
gpt-5,scala_sql_injection_slick,True,0.0,17.08606481552124,0.010821,697,582,1279
gemini-2.0-flash-lite,scala_sql_injection_slick,False,0.0,0.10921716690063477,,0,0,0
grok-3,scala_sql_injection_slick,True,1.0,10.54463815689087,0.013524000000000001,668,768,0
gpt-5-mini,scala_sql_injection_slick,True,0.8,8.220147848129272,0.002604,676,482,1158
deepseek-chat,scala_sql_injection_slick,True,0.45,9.486087083816528,0.00013846000000000003,697,146,0
gemini-2.5-flash-lite,scala_sql_injection_slick,True,0.85,4.607396125793457,0.00031458749999999997,641,1937,2578
gemini-2.5-flash,scala_play_framework_vulnerabilities,False,0.0,0.1010439395904541,,0,0,0
grok-code-fast-1,scala_sql_injection_slick,True,0.4,6.203951120376587,0.0005039,862,221,0
claude-opus-4,scala_sql_injection_slick,True,0.85,26.255748748779297,0.161955,797,2000,2797
grok-3-mini,scala_sql_injection_slick,True,0.0,12.268898248672485,0.0002137,669,26,0
gpt-4o-mini,scala_sql_injection_slick,True,0.8,19.564146041870117,0.0006223499999999999,677,868,1545
grok-4,scala_sql_injection_slick,True,0.4,30.399224042892456,0.007554,1343,235,0
claude-sonnet-4,scala_sql_injection_slick,True,0.85,24.498159885406494,0.030171,797,1852,2649
gemini-2.0-flash,scala_play_framework_vulnerabilities,False,0.0,0.1338193416595459,,0,0,0
gpt-5,scala_play_framework_vulnerabilities,True,0.6,16.709697246551514,0.010098,846,504,1350
deepseek-reasoner,scala_sql_injection_slick,True,0.4,33.791571855545044,0.00206527,697,768,0
grok-3,scala_play_framework_vulnerabilities,True,0.6,12.668843030929565,0.013986000000000002,822,768,0
grok-4,scala_play_framework_vulnerabilities,True,0.6,19.45105791091919,0.009186,1497,313,0
deepseek-chat,scala_play_framework_vulnerabilities,True,0.4,11.68869924545288,0.00018368000000000003,870,221,0
gemini-2.0-flash-lite,scala_play_framework_vulnerabilities,False,0.0,0.09268569946289062,,0,0,0
gpt-4o,scala_play_framework_vulnerabilities,True,0.8,9.858712196350098,0.009975000000000001,826,791,1617
grok-3,scala_play_framework_vulnerabilities,True,0.6,11.743369102478027,0.013986000000000002,822,768,0
gpt-5-mini,scala_play_framework_vulnerabilities,True,0.05,8.233659029006958,0.002829,825,501,1326
claude-opus-4,scala_play_framework_vulnerabilities,True,0.65,25.832130908966064,0.139845,1058,1653,2711
gemini-2.5-flash,scala_deserialization_vulnerabilities,False,0.0,0.0873110294342041,,0,0,0
gemini-2.5-flash-lite,scala_play_framework_vulnerabilities,True,1.0,6.17957878112793,0.000380025,934,2300,3234
gpt-4o-mini,scala_play_framework_vulnerabilities,True,0.85,7.708720922470093,0.0007347,826,1018,1844
